uid,text,gold_label,gold_str,pred_dynamic,pred_dynamic_str,correct_dynamic,pred_static,correct_static,pred_bert,correct_bert,pred_vader,correct_vader,noise_score,noise_group,alpha,token_length,emoji_density,repetition_score,code_mixing_ratio,symbol_density,p_vader,p_distilbert,p_final,confidence
26796,RT @ vinodkapri Best farewell one can ever dream . So touching . Getting emotional . All my love to you guys at @ TV9Bharatvarsh ðŸ’•ðŸ’•. Thanks a m â€¦,0,positive,0,positive,1,0,1,0,1,2,0,0.1682,LOW,0.02,38,0.0,0.0,0.35,0.3158,"[0.457, 0.0, 0.543]","[0.9178, 0.0117, 0.0705]","[0.9086, 0.0115, 0.0799]",0.9086
25425,@ KumarNitw Acha fir tbhi ek bhi muslim Sansad BJP me nh hy baa karo tum Jativaad ka ganda dong Agar tum lo â€¦ https // t co / gnY7rPEBG7,1,negative,1,negative,1,1,1,1,1,2,0,0.2471,MODERATE,0.25,34,0.0,0.0,0.7059,0.1765,"[0.11, 0.0, 0.89]","[0.056, 0.7646, 0.1794]","[0.0695, 0.5734, 0.3571]",0.5734
20676,RT @ AnAdityan Life consists mostly of small moments Savor them !!! & 4 us Life is CID in which we cherishlivefeelenjoy each & ever â€¦,0,positive,2,neutral,0,2,0,2,0,2,0,0.2096,MODERATE,0.25,30,0.0,0.1,0.4375,0.2667,"[0.0, 0.0, 1.0]","[0.486, 0.0229, 0.4911]","[0.3645, 0.0172, 0.6183]",0.6183
4544,@ Rajendra550 @ ChoudharyViren7 @ BCCI @ narendramodi Arrey madarjat aaj bhagna mt uss din ki tarah . Aaj tera aise marun â€¦ https // t . co / SzTbE5mIHT,1,negative,1,negative,1,1,1,1,1,2,0,0.1157,LOW,0.02,36,0.0,0.0,0.1818,0.3056,"[0.0, 0.0, 1.0]","[0.0419, 0.879, 0.079]","[0.0411, 0.8614, 0.0975]",0.8614
37925,RT @_ Unique _ Lover Happy birthday sister @ ImPoojaInsan ji Saint Dr . MSG Insan Ji bless you for Max Sewa Simran and Parmarth # LifeStyleTi â€¦,0,positive,0,positive,1,0,1,0,1,2,0,0.261,MODERATE,0.25,30,0.0,0.0,0.7143,0.2333,"[0.329, 0.0, 0.671]","[0.9043, 0.0098, 0.0859]","[0.7605, 0.0073, 0.2322]",0.7605
11803,@ theDcricket Bhaiya ab jeet sakti h kya South Africa ... mene South Africa pe lagaay h paise,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1889,LOW,0.02,18,0.0,0.1667,0.4167,0.1111,"[0.0, 0.0, 1.0]","[0.3878, 0.2113, 0.4009]","[0.3801, 0.207, 0.4129]",0.4129
2934,@ rssurjewala Ab tumlog fr khurapat kar k no confidence mat le aana .. warna is bar ... tum sb paar ðŸ˜‚,2,neutral,1,negative,0,1,0,1,0,2,1,0.3184,MODERATE,0.25,24,0.0,0.125,0.8182,0.2083,"[0.14, 0.094, 0.766]","[0.063, 0.6896, 0.2475]","[0.0822, 0.5407, 0.3771]",0.5407
41673,@ MamataOfficial ðŸ’©ðŸ’© now you are big part of # kalyug Jay Shree Ram https // t . co / BitYz83nYP,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2932,MODERATE,0.25,28,0.0714,0.0,0.7273,0.2857,"[0.0, 0.0, 1.0]","[0.464, 0.0221, 0.5139]","[0.348, 0.0166, 0.6354]",0.6354
17948,@ narendramodi Sir ap se ðŸ™ request hai ap ke jitne bhi mp jite hai un se ap bol dijiye ke apne village me vikas jaru â€¦ https // t . co / xiGpjVagfW,0,positive,2,neutral,0,2,0,2,0,2,0,0.1518,LOW,0.02,39,0.0256,0.0,0.3478,0.2051,"[0.0, 0.0, 1.0]","[0.1777, 0.0665, 0.7559]","[0.1741, 0.0651, 0.7608]",0.7608
29018,@ narendramodi ji A great person of india aapko dil se bhut bhut Badhai I hope aap india ko superpower bnayege,0,positive,0,positive,1,0,1,0,1,2,0,0.1295,LOW,0.02,21,0.0,0.0,0.4,0.0476,"[0.304, 0.0, 0.696]","[0.9138, 0.0125, 0.0737]","[0.9016, 0.0122, 0.0862]",0.9016
21015,Azam Khan ke bagal wale seat pe honge Sunny deol BC kanhi gaddar ka Ashraf ali na bana de ðŸ˜…ðŸ˜…ðŸ¤£ðŸ¤£,1,negative,1,negative,1,1,1,1,1,2,0,0.2016,MODERATE,0.25,31,0.0,0.0,0.5,0.2581,"[0.128, 0.0, 0.872]","[0.0536, 0.8104, 0.136]","[0.0722, 0.6078, 0.32]",0.6078
5438,RT @ muhdhaziimm * tengah sujud * No one Literally no one My 6 years old brother â€œ Allah berilah aku kuasa â€ Me * tahan gelak * ðŸ’€,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2771,MODERATE,0.25,35,0.0,0.0,0.7333,0.2857,"[0.0, 0.173, 0.827]","[0.3687, 0.0673, 0.564]","[0.2765, 0.0937, 0.6298]",0.6298
10977,Bharat is giving me the Bajrangi bhaijaan Vibes probably the firat Sallu movie in waiting for,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1636,LOW,0.02,16,0.0,0.0,0.5455,0.0,"[0.138, 0.0, 0.862]","[0.3573, 0.0358, 0.6069]","[0.3529, 0.0351, 0.612]",0.612
31771,Happy Birthday Leke @ ToluwalekeO Blessings on Blessings . God grant you your heart desires â¤ï¸ðŸ’—,0,positive,0,positive,1,0,1,0,1,0,1,0.3333,MODERATE,0.25,24,0.0,0.0,0.8889,0.3333,"[0.63, 0.0, 0.37]","[0.9087, 0.0122, 0.0791]","[0.839, 0.0092, 0.1518]",0.839
42344,Oye paplu Kitna dhong karega re aana to wapas tujhe hai hi we all know fukat ki nautanki kyun fir tum jaise â€¦ https // t co / mvWCLOK13z,1,negative,1,negative,1,1,1,1,1,2,0,0.1653,LOW,0.02,33,0.0,0.0,0.45,0.1515,"[0.0, 0.0, 1.0]","[0.0679, 0.6213, 0.3108]","[0.0666, 0.6089, 0.3246]",0.6089
9645,@ sardesairajdeep No problem sir Abhi waise bhi election khatm ho gaye hai to koi news koi nahi dekhne wala sham â€¦ https // t co / NM7H1FmhUq,2,neutral,2,neutral,1,1,0,1,0,2,1,0.2587,MODERATE,0.25,31,0.0,0.0,0.7333,0.1935,"[0.0, 0.176, 0.824]","[0.0852, 0.5092, 0.4056]","[0.0639, 0.4259, 0.5102]",0.5102
40443,@ MamataOfficial It â€™ s good that u r not going to attend . Janta ko modi dekhna hai shapat lete huye tera muh nahi dekhna bandariya,1,negative,2,neutral,0,1,1,1,1,2,0,0.2865,MODERATE,0.25,29,0.0345,0.0,0.8571,0.1034,"[0.121, 0.0, 0.879]","[0.0677, 0.6106, 0.3217]","[0.081, 0.458, 0.461]",0.461
27612,Kimat to dilo â¤ ki Hoti hai Warna shakal to ðŸ• kutte ki bhi cute ðŸ¶ Hoti hai ðŸ˜ðŸ˜˜ # Tuffy ðŸ• https // t co / PfXYpQB681,0,positive,2,neutral,0,2,0,2,0,2,0,0.1396,LOW,0.02,43,0.0,0.0,0.2174,0.3721,"[0.111, 0.0, 0.889]","[0.0963, 0.2953, 0.6084]","[0.0966, 0.2894, 0.614]",0.614
25432,@ SirJadeja Sir ji it is 96 runs not 95 1 run ki kimat tum kya janno jadeja bapu app to Sirf 4s and 6s jante ho ðŸ’ª,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1712,LOW,0.02,30,0.0,0.0,0.5263,0.0667,"[0.0, 0.0, 1.0]","[0.0896, 0.2304, 0.68]","[0.0878, 0.2258, 0.6864]",0.6864
16838,RT @ iarpanhr @ Su4ita Fake feminism tere pas hi rakh sali . Tere jaise kuch kamini ki baja se puri woman community ki naam kharap hota hai .,1,negative,1,negative,1,1,1,1,1,2,0,0.1609,LOW,0.02,29,0.0,0.0,0.4444,0.1379,"[0.0, 0.114, 0.886]","[0.0339, 0.9069, 0.0592]","[0.0332, 0.8911, 0.0757]",0.8911
11739,@ cynicalcount007 @ seriousfunnyguy @ OpIndia _ com Bc itna kuchh likha koi attention nahi mila tujhe chutye .ðŸ˜‚,1,negative,1,negative,1,1,1,1,1,2,0,0.1252,LOW,0.02,23,0.0,0.0,0.2143,0.3043,"[0.0, 0.0, 1.0]","[0.0673, 0.6213, 0.3115]","[0.0659, 0.6088, 0.3252]",0.6088
162,@ QamarZamanPPP Qaira sahb u r a great man Apka beta nhayat nfees Us Nafs aur khoobsorat ikhlaq ka malik tha â€¦ https // tco / 7DrYuDqamc,0,positive,0,positive,1,0,1,0,1,2,0,0.2337,MODERATE,0.25,30,0.0,0.1,0.5625,0.2,"[0.163, 0.0, 0.837]","[0.883, 0.0192, 0.0978]","[0.703, 0.0144, 0.2826]",0.703
9176,@ DillyThatKid You can find love for waheguru at any age .,0,positive,0,positive,1,0,1,0,1,2,0,0.1,LOW,0.02,12,0.0,0.0,0.2222,0.1667,"[0.318, 0.0, 0.682]","[0.6719, 0.0143, 0.3138]","[0.6649, 0.014, 0.3212]",0.6649
42961,RT @ gandotra _ ji Icc world cup ke joh warm up match hue hai ji woh bhaut interesting hue hai ji AMAZING Superstar Jai hind ji to everyon â€¦,0,positive,0,positive,1,0,1,0,1,2,0,0.2687,MODERATE,0.25,32,0.0,0.0,0.8125,0.125,"[0.268, 0.0, 0.732]","[0.8543, 0.0135, 0.1322]","[0.7077, 0.0101, 0.2821]",0.7077
40299,RT @ TheBlossom _ Gal Need You @ Gurmeetramrahim Want To See You ðŸ˜­ Want Your Love Want To hear You Please Aajo ... Hme khushiyaan Dedo Daata â€¦,2,neutral,0,positive,0,0,0,0,0,2,1,0.23,MODERATE,0.25,33,0.0,0.0909,0.5294,0.2424,"[0.331, 0.0, 0.669]","[0.8158, 0.0127, 0.1715]","[0.6946, 0.0095, 0.2959]",0.6946
17797,@ Nirmalogy Accha .. tujhe followers ka ghamand hai ðŸ˜‚ðŸ˜‚ chutiye mulle .. tere jaise mujra krne walo ke followers ho hi jat â€¦ https // t . co / G2YAh6aZfD,1,negative,1,negative,1,1,1,1,1,2,0,0.1348,LOW,0.02,39,0.0,0.0,0.2273,0.3333,"[0.0, 0.0, 1.0]","[0.0335, 0.9087, 0.0577]","[0.0329, 0.8905, 0.0766]",0.8905
21524,@ ModiLeDubega Ji sir ji aap chahe to follow kar sakte hai mera andolan bikau media se hai and kuch jani mani hasti se .. from CG,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2348,MODERATE,0.25,27,0.0,0.0,0.7333,0.0741,"[0.0, 0.0, 1.0]","[0.4416, 0.055, 0.5034]","[0.3312, 0.0412, 0.6275]",0.6275
3643,@ sabizak Mubarak . uff I still remember him as the chotu Talha .,2,neutral,2,neutral,1,1,0,1,0,2,1,0.2571,MODERATE,0.25,14,0.0,0.0,0.7143,0.2143,"[0.0, 0.0, 1.0]","[0.1852, 0.4208, 0.394]","[0.1389, 0.3156, 0.5455]",0.5455
4000,@ ak _ ahza hehe please cubit me daddy ðŸ‘…ðŸ‘… I â€™ ve been a very very naughty boy ðŸ¤­ðŸ¤­ hehe,2,neutral,1,negative,0,1,0,1,0,2,1,0.2142,MODERATE,0.25,33,0.0303,0.0,0.4667,0.3333,"[0.126, 0.0, 0.874]","[0.1654, 0.57, 0.2646]","[0.1555, 0.4275, 0.4169]",0.4275
10630,RT @ Spsingh90302262 @ Jugraj _ singh _ D @ narendramodi @ BJP4India 56 aate aate appostion wale bhag jate hai,2,neutral,2,neutral,1,2,1,2,1,2,1,0.0853,LOW,0.02,24,0.0,0.0,0.1176,0.25,"[0.0, 0.0, 1.0]","[0.1879, 0.1197, 0.6924]","[0.1841, 0.1173, 0.6986]",0.6986
10759,@ VISHALKUMBAR @ Veeresh1789 Muh me le le mkc . Saale tere poore khandan ki itni worth nh hogi . Bhikari,1,negative,1,negative,1,1,1,1,1,2,0,0.0717,LOW,0.02,22,0.0,0.0,0.1176,0.1818,"[0.254, 0.0, 0.746]","[0.041, 0.8849, 0.0742]","[0.0452, 0.8672, 0.0876]",0.8672
11227,@ kunalkamra88 @ KanswalAnoop @ officialArnab _ Tere Jaise piddis ne modi Ko jitaya Well done keep it up,2,neutral,1,negative,0,1,0,1,0,2,1,0.25,MODERATE,0.25,20,0.0,0.0,0.7,0.2,"[0.13, 0.0, 0.87]","[0.1408, 0.6616, 0.1975]","[0.1381, 0.4962, 0.3657]",0.4962
5157,Namaskar Modi ji ... Remember now planting trees is a big callenge before our people . Its a good habit to improve wi â€¦ https // t . co / NuIwjFDK4K,0,positive,0,positive,1,0,1,0,1,2,0,0.2092,MODERATE,0.25,35,0.0,0.0857,0.4737,0.2286,"[0.201, 0.0, 0.799]","[0.7826, 0.0239, 0.1935]","[0.6372, 0.0179, 0.3449]",0.6372
23749,@ HammadJamil92 Deen iman to hai Is bandy ki harkatyn ajb hain Kabi achi batyn karta to sahi lagta jb vulgar hota to bura lagta ðŸ˜‚ðŸ˜‚,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1131,LOW,0.02,32,0.0,0.0,0.2727,0.1562,"[0.0, 0.0, 1.0]","[0.1305, 0.3923, 0.4771]","[0.1279, 0.3845, 0.4876]",0.4876
26818,@ AmazonHelp 10th reminder Twitter Amazon mera pikup nahi Kara rahi hai 17day se Amazon ki kharab service ko jhel ra â€¦ https // t co / Zn1tiqR7Dy,1,negative,2,neutral,0,2,0,2,0,2,0,0.1975,LOW,0.02,31,0.0,0.0,0.5294,0.1935,"[0.129, 0.0, 0.871]","[0.0917, 0.1037, 0.8045]","[0.0925, 0.1017, 0.8059]",0.8059
3531,@ aliktareen @ realshoaibmalik Well to be very honest . @ MHafeez22 aur @ realshoaibmalik may say kisi aik ki jagha baan â€¦ https // t . co / 13inhFhHjz,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2147,MODERATE,0.25,34,0.0,0.0,0.5,0.3235,"[0.222, 0.0, 0.778]","[0.1651, 0.3901, 0.4448]","[0.1793, 0.2926, 0.5281]",0.5281
24504,RT @ Sulex _ kindin Jumma â€™ at Mubarak to y â€™ all ðŸ™ŒðŸ»ðŸ™ðŸ» https // t . co / FtYJ8HydOL,0,positive,2,neutral,0,2,0,2,0,2,0,0.2173,MODERATE,0.25,37,0.1081,0.0,0.4,0.3514,"[0.0, 0.0, 1.0]","[0.3207, 0.0408, 0.6385]","[0.2405, 0.0306, 0.7288]",0.7288
15551,@ FoneGyaan Hate them ! Yahaan ka khate aur terrorism ki gaate hain Don't agree one bit !,1,negative,1,negative,1,1,1,1,1,2,0,0.2667,MODERATE,0.25,18,0.0,0.0,0.7778,0.1667,"[0.0, 0.478, 0.522]","[0.0352, 0.9051, 0.0597]","[0.0264, 0.7983, 0.1753]",0.7983
7863,@ shahid _ siddiqui India sabka hai aur sabka barbar hai Is baat par kisi ko koi doubt nahi hona chahiye Pyar badh â€¦ https // t co / vlNuJqcWuL,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1687,LOW,0.02,33,0.0,0.0,0.4211,0.2121,"[0.0, 0.091, 0.909]","[0.1429, 0.321, 0.5361]","[0.14, 0.3164, 0.5436]",0.5436
27523,@ DocVatsa iss desh ka mandate yeh hai ki tax money se ram mandir banayenge yeh kya services ki baat karte ho bhul â€¦ https // t . co / UAIMLriOU0,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1543,LOW,0.02,35,0.0,0.0,0.381,0.2,"[0.0, 0.0, 1.0]","[0.1616, 0.4025, 0.4359]","[0.1584, 0.3945, 0.4472]",0.4472
5581,RT @ iam _ sach11 Booked 5 tickets for First day First show of # Bharat @ Bharat _ TheFilm Ek din me 2 baar dekhenge movie ðŸ’ªðŸ˜Ž First show at PvR a â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2939,MODERATE,0.25,41,0.0,0.0,0.8333,0.2195,"[0.0, 0.0, 1.0]","[0.2026, 0.0315, 0.7659]","[0.152, 0.0236, 0.8244]",0.8244
442,it â€™ s gay month which means i â€™ m cashing in on my god-given right to listen to carly rae jepsen as loud as i want on the bus,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1308,LOW,0.02,34,0.0588,0.0,0.3478,0.0588,"[0.049, 0.0, 0.951]","[0.4856, 0.0254, 0.489]","[0.4769, 0.0249, 0.4982]",0.4982
32320,@ himmat _ 007 Har jagah ye mulla atank machate rahte hain police bhi soti rahti hai koi karwahi kyu nahi karti ab to â€¦ https // t . co / N0e5O0S7Sk,1,negative,1,negative,1,1,1,1,1,2,0,0.1275,LOW,0.02,35,0.0,0.0,0.2727,0.2286,"[0.0, 0.0, 1.0]","[0.0457, 0.812, 0.1424]","[0.0448, 0.7957, 0.1595]",0.7957
8131,@ ealexia _ the party in the last pic was WILD ! but thank you baby ! i love you so much and i can â€™ t wait to see you soon ðŸ’žðŸ’“ðŸ’—ðŸ’–ðŸ’˜,2,neutral,0,positive,0,0,0,0,0,2,1,0.1413,LOW,0.02,48,0.0208,0.0,0.2593,0.2917,"[0.333, 0.0, 0.667]","[0.9037, 0.0118, 0.0845]","[0.8923, 0.0116, 0.0962]",0.8923
33022,RT @ aapkadharam @ KapilSharmaK9 Kapil lots of love to you and Ginni baby . Jeete raho ðŸ‘‹,0,positive,0,positive,1,0,1,0,1,2,0,0.2576,MODERATE,0.25,21,0.0,0.0,0.7,0.2381,"[0.231, 0.0, 0.769]","[0.911, 0.0106, 0.0784]","[0.741, 0.0079, 0.2511]",0.741
40872,@ Prazya @ anjanaomkashyap First of all thanks for calling me bhaijaan thats the spirit I wanted in India instead of â€¦ https // t . co / dpuBeBxqPQ,0,positive,0,positive,1,0,1,0,1,2,0,0.1912,LOW,0.02,32,0.0,0.0,0.4706,0.25,"[0.18, 0.0, 0.82]","[0.7352, 0.015, 0.2498]","[0.7241, 0.0147, 0.2612]",0.7241
33199,@ sangeenyar51 @ Pagli _ Doll @ mjdawar Haramzadgi hr jagah huti hy wrna Imran tu Pakistani tha,1,negative,1,negative,1,1,1,1,1,2,0,0.1421,LOW,0.02,19,0.0,0.0,0.3333,0.2105,"[0.0, 0.0, 1.0]","[0.0321, 0.9049, 0.063]","[0.0315, 0.8868, 0.0817]",0.8868
13157,@ heyitsme _ kp Thank you ! It went great ! â˜ºï¸â˜ºï¸ðŸ’žðŸ’ž,0,positive,0,positive,1,0,1,0,1,0,1,0.2423,MODERATE,0.25,26,0.0,0.0,0.5,0.4615,"[0.545, 0.0, 0.455]","[0.8636, 0.0105, 0.1259]","[0.7839, 0.0079, 0.2082]",0.7839
43668,ðŸ˜´âœ¨ Time to say Goodnight beauty sleep needed . ðŸŒ¹ Sending âœŒ Peace ðŸ’• Love ðŸ™Œ Healing & ðŸ’« Light out to one and all hope it r â€¦ https // t . co / Jn3QoRwlGP,0,positive,0,positive,1,0,1,0,1,2,0,0.29,MODERATE,0.25,50,0.02,0.0,0.75,0.3,"[0.356, 0.0, 0.644]","[0.8232, 0.0128, 0.1641]","[0.7064, 0.0096, 0.284]",0.7064
28885,@ IPraveenDixit What â€™ s new in this Praveen . Padh dada aur daadi ko adarsh lekar yeh nirnay liya hai . So u remember N â€¦ https // t . co / NVMCy8rnfx,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2562,MODERATE,0.25,40,0.025,0.0,0.6667,0.25,"[0.0, 0.0, 1.0]","[0.2799, 0.0369, 0.6832]","[0.21, 0.0277, 0.7624]",0.7624
36965,@ mence _ pike Oooh thank you so much !! â¤,0,positive,0,positive,1,0,1,0,1,2,0,0.2893,MODERATE,0.25,14,0.0,0.2143,0.5,0.4286,"[0.278, 0.0, 0.722]","[0.8165, 0.0122, 0.1713]","[0.6819, 0.0092, 0.309]",0.6819
39767,@ Nadeema86884098 @ ParetaJai @ GAUAHAR _ KHAN Abe chutiye Pakistan 1947 me bana bharat 5000 saal Purana hai India naam â€¦ https // t . co / J3IK2WiiUM,1,negative,1,negative,1,1,1,1,1,2,0,0.2221,MODERATE,0.25,34,0.0,0.0882,0.4706,0.2941,"[0.0, 0.0, 1.0]","[0.0309, 0.9016, 0.0674]","[0.0232, 0.6762, 0.3006]",0.6762
24312,Happy Birthday to our elder brother National President of Gao Raksha Kranti Gyanendra Singh Mukhia ji https // t co / 0BVh5hkr6S,0,positive,0,positive,1,0,1,0,1,2,0,0.2107,MODERATE,0.25,23,0.0,0.0,0.6154,0.1304,"[0.163, 0.0, 0.837]","[0.9131, 0.0113, 0.0757]","[0.7255, 0.0085, 0.266]",0.7255
21701,@ AsliVikrant007 @ vikrantgupta73 ðŸ˜‚ðŸ˜‚ðŸ˜‚ Cricket Talk pe sirf chutiyapa hota hai .. bolna toh aata nahi Bacha Ko .. chala h â€¦ https // t . co / njLeSEdz98,1,negative,1,negative,1,1,1,1,1,2,0,0.1352,LOW,0.02,44,0.0,0.0,0.2083,0.3636,"[0.0, 0.0, 1.0]","[0.0353, 0.8681, 0.0966]","[0.0346, 0.8507, 0.1147]",0.8507
24689,RT @ MukeshK64587915 @ Iyervval @ vijayrupanibjp Dimag kharab ho gaya hai sabka . sare politician pe kuch jyada hi charbi charh gaya hai . sabko â€¦,1,negative,1,negative,1,1,1,1,1,2,0,0.1023,LOW,0.02,31,0.0,0.0,0.1905,0.2258,"[0.0, 0.0, 1.0]","[0.0436, 0.8308, 0.1255]","[0.0428, 0.8142, 0.143]",0.8142
32812,@ ModiLeDubega @ Pawankhera @ The _ veenaD TV nhee hota to dhong ka pta kaise lgtaa yhnx media,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1421,LOW,0.02,19,0.0,0.0,0.3333,0.2105,"[0.0, 0.0, 1.0]","[0.0826, 0.3244, 0.5929]","[0.081, 0.3179, 0.6011]",0.6011
9511,RT @ SuneetaArya Mission successful jo raha ... https // t . co / 4f3TV62bDP,0,positive,0,positive,1,0,1,0,1,2,0,0.2933,MODERATE,0.25,16,0.0,0.1875,0.5714,0.375,"[0.275, 0.0, 0.725]","[0.7588, 0.0219, 0.2193]","[0.6378, 0.0164, 0.3458]",0.6378
44928,@ Mahendr40328517 Dube iron lady ne toh tum kahi ke nahi chore ... ab hindu musalman kaise karoge ??? Maja aa gaya jaw â€¦ https // t . co / EOz5uMulmq,2,neutral,1,negative,0,1,0,1,0,2,1,0.2782,MODERATE,0.25,39,0.0,0.1538,0.6111,0.2821,"[0.0, 0.0, 1.0]","[0.0514, 0.7869, 0.1617]","[0.0385, 0.5902, 0.3713]",0.5902
10556,@ omar _ quraishi @ SarfarazA _ 54 Agar captain sab achay suit hotay to proud feel n kartay ???,0,positive,2,neutral,0,2,0,2,0,2,0,0.3311,MODERATE,0.25,22,0.0,0.1364,0.7778,0.3182,"[0.206, 0.0, 0.794]","[0.3532, 0.0248, 0.622]","[0.3164, 0.0186, 0.665]",0.665
34035,I love you how you are i would never try to change you i could only give you pointers on how to advance your mindset,0,positive,0,positive,1,0,1,0,1,2,0,0.025,LOW,0.02,25,0.0,0.0,0.0833,0.0,"[0.167, 0.0, 0.833]","[0.9054, 0.0126, 0.082]","[0.8907, 0.0123, 0.097]",0.8907
31673,RT @ rinki598 @ OfficeOfRSP @ rsprasad Aderniyay sir Bahut bahut bhadhai . Sir request hai jis kadar IPPB BANK aane se Gramin daksewak ka work â€¦,0,positive,0,positive,1,0,1,0,1,2,0,0.1567,LOW,0.02,30,0.0,0.0,0.3889,0.2,"[0.0, 0.0, 1.0]","[0.7057, 0.0245, 0.2698]","[0.6916, 0.024, 0.2844]",0.6916
11027,@ altbalaji Ekta aap ke Dil me mere lie 1% bhi jgah hai to aaz se Aap aeshe hi kapde dresh Pahnogi aap achhi sundar â€¦ https // t . co / Xk8EVmjWNQ,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1523,LOW,0.02,37,0.0,0.0,0.3636,0.2162,"[0.0, 0.0, 1.0]","[0.2747, 0.0461, 0.6791]","[0.2692, 0.0452, 0.6855]",0.6855
27641,ðŸ‘‰ Sona words boat ride on lake Geneva from vevey to chillon castles is the best way to see the swiss Riviera ðŸ’ƒ ðŸ˜â€¦ https // t . co / pGGWftpaQk,0,positive,2,neutral,0,2,0,2,0,2,0,0.3007,MODERATE,0.25,41,0.0,0.0,0.8235,0.2683,"[0.135, 0.0, 0.865]","[0.1637, 0.0339, 0.8024]","[0.1565, 0.0254, 0.8181]",0.8181
22818,@ INCMP Godse bhi Desh bhakt tha leki aajadi ke bad Gandhi Muslim aur Nehru bhakt ban gay the godse ke court Ko diy gay biyan me saf h,2,neutral,1,negative,0,1,0,1,0,2,1,0.1419,LOW,0.02,29,0.0,0.0,0.45,0.0345,"[0.0, 0.221, 0.779]","[0.0712, 0.7093, 0.2196]","[0.0697, 0.6995, 0.2308]",0.6995
16273,@ sherryontopp @ RahulGandhi @ priyankagandhi @ ahmedpatel @ INCIndia @ IYC @ MahilaCongress Saabjee Raajniti kab chhor ra â€¦ https // t co / G5SqFRnRVL,1,negative,1,negative,1,1,1,1,1,2,0,0.1203,LOW,0.02,29,0.0,0.0,0.125,0.4138,"[0.0, 0.0, 1.0]","[0.0563, 0.758, 0.1857]","[0.0552, 0.7428, 0.202]",0.7428
33498,Jab aise hi kisi ko mantri pad dena hai to election kyo karana . Jo jeetkar aya use to banaya nahi but jisne electio â€¦ https // t . co / xfc5GbVm6b,1,negative,2,neutral,0,2,0,2,0,2,0,0.2126,MODERATE,0.25,36,0.0,0.0,0.5789,0.1944,"[0.0, 0.0, 1.0]","[0.0929, 0.3792, 0.5279]","[0.0697, 0.2844, 0.6459]",0.6459
24912,@ Payal _ Rohatgi Godse deshbhakt tha ya nahi Ye wo khud hi bata sakta tha Matter ye nahi hai Matter ye hai madem k â€¦ https // tco / krlBO7lF0M,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1025,LOW,0.02,35,0.0,0.0,0.2083,0.2,"[0.081, 0.0, 0.919]","[0.1239, 0.4359, 0.4402]","[0.123, 0.4272, 0.4498]",0.4498
32909,@ hrypr @ sardanarohit Ye vipakshi partyan apni haar theekra ab media per fodna chah rahe hain apne ander ki kamyon k â€¦ https // t . co / id3yrNnRir,2,neutral,1,negative,0,1,0,1,0,2,1,0.1199,LOW,0.02,33,0.0,0.0,0.2381,0.2424,"[0.0, 0.0, 1.0]","[0.12, 0.5047, 0.3753]","[0.1176, 0.4946, 0.3878]",0.4946
14337,@ shahid _ siddiqui Jai Shri Ram ! Baghwan Ram aapko isi tarah hamesha sadbuddhi pradaan karein,0,positive,0,positive,1,0,1,0,1,2,0,0.1103,LOW,0.02,17,0.0,0.0,0.25,0.1765,"[0.0, 0.0, 1.0]","[0.8051, 0.0213, 0.1736]","[0.789, 0.0208, 0.1902]",0.789
33234,RT @ belllammaria At planned parenthood STD testing is FREE Condoms are FREE Plan B is FREE Pregnancy testing is FREE Birth control ( e â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1501,LOW,0.02,28,0.0,0.1071,0.3158,0.1429,"[0.473, 0.0, 0.527]","[0.2217, 0.0735, 0.7048]","[0.2267, 0.0721, 0.7012]",0.7012
10401,RT @ PravinAjayFan Aahan Shetty's debut film # Tadap remake of Rx100 Hit ho ya flop but Aahan ko Acting talent dikhane ka mauka jabardast m â€¦,0,positive,1,negative,0,1,0,1,0,2,0,0.2476,MODERATE,0.25,29,0.0,0.0,0.7333,0.1379,"[0.135, 0.062, 0.803]","[0.0927, 0.6456, 0.2618]","[0.1032, 0.4997, 0.3971]",0.4997
23282,RT @ singhsahab62 ghuma fira ke jb fir ghandhi family ki hi gulami krni thi to vincy baba ke istife ka natak kyu chal rha ..... ðŸ¤£ @ DrKumarVi â€¦,1,negative,1,negative,1,1,1,1,1,2,0,0.1712,LOW,0.02,35,0.0,0.1429,0.3182,0.2,"[0.0, 0.0, 1.0]","[0.1146, 0.565, 0.3204]","[0.1123, 0.5537, 0.334]",0.5537
